d_show,p_hand,p_1c,p_2c,p_2c_h,p_3c,p_3c_h,p_4c,p_4c_h,p_5c,p_5c_h,p_6c,p_6c_h,p_7c,p_7c_h,p_final_hand,d_final,d_hit,d_bust,p_initial,p_final,p_bust,p_win
A,"A,6",A,6,0,,0,,0,,0,,0,,0,"A,6",18,1,0,17,17,0,0
10,"A,7",A,7,1,Q,1,4,0,,0,,0,,0,"A,7,Q,4",20,0,0,18,22,1,0
J,"2,8",2,8,1,9,0,,0,,0,,0,,0,"2,8,9",23,1,1,10,19,0,1
10,"8,9",8,9,1,3,0,,0,,0,,0,,0,"8,9,3",20,0,0,17,20,0,0
8,"5,7",5,7,1,3,1,6,0,,0,,0,,0,"5,7,3,6",20,1,0,12,21,0,1
K,"2,J",2,J,1,7,0,,0,,0,,0,,0,"2,J,7",21,1,0,12,19,0,0
Q,"9,4",9,4,1,Q,0,,0,,0,,0,,0,"9,4,Q",20,0,0,13,23,1,0
8,"8,J",8,J,0,,0,,0,,0,,0,,0,"8,J",18,0,0,18,18,0,0
10,"K,Q",K,Q,0,,0,,0,,0,,0,,0,"K,Q",17,0,0,20,20,0,1
2,"9,A",9,A,0,,0,,0,,0,,0,,0,"9,A",24,1,1,20,20,0,1
6,"3,8",3,8,1,5,1,J,0,,0,,0,,0,"3,8,5,J",13,0,0,11,26,1,0
6,"K,7",K,7,0,,0,,0,,0,,0,,0,"K,7",18,1,0,17,17,0,0
7,"4,J",4,J,0,,0,,0,,0,,0,,0,"4,J",18,0,0,14,14,0,0
7,"4,3",4,3,1,6,1,10,0,,0,,0,,0,"4,3,6,10",18,0,0,7,23,1,0
3,"5,A",5,A,0,,0,,0,,0,,0,,0,"5,A",18,1,0,16,16,0,0
8,"4,A",4,A,0,,0,,0,,0,,0,,0,"4,A",25,1,1,15,15,0,1
10,"J,6",J,6,0,,0,,0,,0,,0,,0,"J,6",17,0,0,16,16,0,0
5,"8,6",8,6,1,7,0,,0,,0,,0,,0,"8,6,7",19,1,0,14,21,0,1
Q,"K,10",K,10,0,,0,,0,,0,,0,,0,"K,10",21,1,0,20,20,0,0
9,"4,4",4,4,1,4,0,,0,,0,,0,,0,"4,4,4",20,0,0,8,12,0,0
8,"J,8",J,8,0,,0,,0,,0,,0,,0,"J,8",18,0,0,18,18,0,0
4,"10,2",10,2,0,,0,,0,,0,,0,,0,"10,2",23,1,1,12,12,0,1
7,"8,A",8,A,0,,0,,0,,0,,0,,0,"8,A",17,1,0,19,19,0,1
10,"6,7",6,7,1,2,1,Q,0,,0,,0,,0,"6,7,2,Q",20,0,0,13,25,1,0
A,"2,9",2,9,1,6,0,,0,,0,,0,,0,"2,9,6",24,1,1,11,17,0,1
7,"K,5",K,5,0,,0,,0,,0,,0,,0,"K,5",22,1,1,15,15,0,1
J,"Q,5",Q,5,0,,0,,0,,0,,0,,0,"Q,5",24,1,1,15,15,0,1
Q,"J,6",J,6,0,,0,,0,,0,,0,,0,"J,6",21,0,0,16,16,0,0
2,"5,4",5,4,1,4,0,,0,,0,,0,,0,"5,4,4",26,1,1,9,13,0,1
9,"10,7",10,7,0,,0,,0,,0,,0,,0,"10,7",17,0,0,17,17,0,0
Q,"6,A",6,A,0,,0,,0,,0,,0,,0,"6,A",21,0,0,17,17,0,0
8,"J,10",J,10,0,,0,,0,,0,,0,,0,"J,10",17,0,0,20,20,0,1
9,"3,K",3,K,0,,0,,0,,0,,0,,0,"3,K",18,1,0,13,13,0,0
3,"K,7",K,7,0,,0,,0,,0,,0,,0,"K,7",21,1,0,17,17,0,0
J,"A,3",A,3,1,10,1,5,0,,0,,0,,0,"A,3,10,5",19,0,0,14,19,0,0
2,"4,A",4,A,0,,0,,0,,0,,0,,0,"4,A",18,1,0,15,15,0,0
5,"8,7",8,7,1,9,0,,0,,0,,0,,0,"8,7,9",15,0,0,15,24,1,0
K,"7,J",7,J,0,,0,,0,,0,,0,,0,"7,J",21,0,0,17,17,0,0
J,"8,10",8,10,0,,0,,0,,0,,0,,0,"8,10",20,0,0,18,18,0,0
A,"7,4",7,4,1,2,0,,0,,0,,0,,0,"7,4,2",21,1,0,11,13,0,0
J,"10,8",10,8,0,,0,,0,,0,,0,,0,"10,8",23,1,1,18,18,0,1
7,"6,K",6,K,0,,0,,0,,0,,0,,0,"6,K",19,1,0,16,16,0,0
K,"2,3",2,3,1,5,1,3,1,K,0,,0,,0,"2,3,5,3,K",19,0,0,5,23,1,0
7,"5,K",5,K,0,,0,,0,,0,,0,,0,"5,K",23,1,1,15,15,0,1
7,"10,4",10,4,0,,0,,0,,0,,0,,0,"10,4",22,1,1,14,14,0,1
J,"3,8",3,8,1,8,0,,0,,0,,0,,0,"3,8,8",19,1,0,11,19,0,0
3,"Q,9",Q,9,0,,0,,0,,0,,0,,0,"Q,9",19,1,0,19,19,0,0
J,"J,4",J,4,1,8,0,,0,,0,,0,,0,"J,4,8",16,0,0,14,22,1,0
6,"Q,7",Q,7,1,K,0,,0,,0,,0,,0,"Q,7,K",16,0,0,17,27,1,0
9,"A,3",A,3,0,,0,,0,,0,,0,,0,"A,3",17,1,0,14,14,0,0
10,"10,Q",10,Q,0,,0,,0,,0,,0,,0,"10,Q",19,0,0,20,20,0,1
10,"2,5",2,5,1,10,0,,0,,0,,0,,0,"2,5,10",20,0,0,7,17,0,0
J,"9,A",9,A,0,,0,,0,,0,,0,,0,"9,A",17,0,0,20,20,0,1
4,"3,A",3,A,0,,0,,0,,0,,0,,0,"3,A",24,1,1,14,14,0,1
6,"9,Q",9,Q,0,,0,,0,,0,,0,,0,"9,Q",19,1,0,19,19,0,0
7,"K,7",K,7,0,,0,,0,,0,,0,,0,"K,7",18,0,0,17,17,0,0
10,"8,5",8,5,0,,0,,0,,0,,0,,0,"8,5",17,0,0,13,13,0,0
5,"6,4",6,4,1,K,0,,0,,0,,0,,0,"6,4,K",20,1,0,10,20,0,0
5,"3,K",3,K,1,6,0,,0,,0,,0,,0,"3,K,6",18,1,0,13,19,0,1
2,"Q,3",Q,3,1,K,0,,0,,0,,0,,0,"Q,3,K",12,0,0,13,23,1,0
8,"3,6",3,6,1,3,1,4,1,K,0,,0,,0,"3,6,3,4,K",17,0,0,9,26,1,0
4,"6,2",6,2,1,7,1,6,0,,0,,0,,0,"6,2,7,6",20,1,0,8,21,0,1
3,"6,8",6,8,0,,0,,0,,0,,0,,0,"6,8",17,1,0,14,14,0,0
J,"8,10",8,10,0,,0,,0,,0,,0,,0,"8,10",25,1,1,18,18,0,1
Q,"K,10",K,10,0,,0,,0,,0,,0,,0,"K,10",19,0,0,20,20,0,1
Q,"7,10",7,10,1,J,0,,0,,0,,0,,0,"7,10,J",14,0,0,17,27,1,0
5,"Q,8",Q,8,0,,0,,0,,0,,0,,0,"Q,8",26,1,1,18,18,0,1
2,"7,5",7,5,0,,0,,0,,0,,0,,0,"7,5",24,1,1,12,12,0,1
A,"J,5",J,5,1,K,0,,0,,0,,0,,0,"J,5,K",17,0,0,15,25,1,0
Q,"8,A",8,A,0,,0,,0,,0,,0,,0,"8,A",19,0,0,19,19,0,0
K,"J,7",J,7,1,3,0,,0,,0,,0,,0,"J,7,3",19,1,0,17,20,0,1
3,"6,5",6,5,1,9,0,,0,,0,,0,,0,"6,5,9",24,1,1,11,20,0,1
4,"6,9",6,9,0,,0,,0,,0,,0,,0,"6,9",17,1,0,15,15,0,0
4,"6,Q",6,Q,0,,0,,0,,0,,0,,0,"6,Q",17,1,0,16,16,0,0
10,"J,2",J,2,0,,0,,0,,0,,0,,0,"J,2",17,0,0,12,12,0,0
7,"4,5",4,5,1,4,1,2,1,Q,0,,0,,0,"4,5,4,2,Q",15,0,0,9,25,1,0
A,"8,Q",8,Q,0,,0,,0,,0,,0,,0,"8,Q",23,1,1,18,18,0,1
9,"5,2",5,2,1,A,0,,0,,0,,0,,0,"5,2,A",24,1,1,7,18,0,1
2,"8,7",8,7,1,A,1,6,0,,0,,0,,0,"8,7,A,6",4,0,0,15,22,1,0
5,"6,8",6,8,1,10,0,,0,,0,,0,,0,"6,8,10",15,0,0,14,24,1,0
10,"3,4",3,4,1,J,0,,0,,0,,0,,0,"3,4,J",20,0,0,7,17,0,0
6,"9,4",9,4,1,3,1,5,0,,0,,0,,0,"9,4,3,5",17,1,0,13,21,0,1
9,"8,10",8,10,0,,0,,0,,0,,0,,0,"8,10",19,0,0,18,18,0,0
J,"J,Q",J,Q,0,,0,,0,,0,,0,,0,"J,Q",20,0,0,20,20,0,0
9,"2,4",2,4,1,7,0,,0,,0,,0,,0,"2,4,7",18,1,0,6,13,0,0
2,"7,J",7,J,0,,0,,0,,0,,0,,0,"7,J",18,1,0,17,17,0,0
2,"6,8",6,8,0,,0,,0,,0,,0,,0,"6,8",23,1,1,14,14,0,1
10,"4,9",4,9,1,5,0,,0,,0,,0,,0,"4,9,5",17,0,0,13,18,0,1
J,"A,9",A,9,0,,0,,0,,0,,0,,0,"A,9",18,1,0,20,20,0,1
Q,"3,4",3,4,1,10,0,,0,,0,,0,,0,"3,4,10",18,0,0,7,17,0,0
9,"J,6",J,6,0,,0,,0,,0,,0,,0,"J,6",17,0,0,16,16,0,0
7,"Q,8",Q,8,0,,0,,0,,0,,0,,0,"Q,8",26,1,1,18,18,0,1
3,"Q,A",Q,A,0,,0,,0,,0,,0,,0,"Q,A",8,0,0,21,21,0,1
A,"2,10",2,10,0,,0,,0,,0,,0,,0,"2,10",19,1,0,12,12,0,0
A,"3,10",3,10,1,2,0,,0,,0,,0,,0,"3,10,2",18,0,0,13,15,0,0
7,"K,J",K,J,0,,0,,0,,0,,0,,0,"K,J",21,1,0,20,20,0,0
5,"Q,3",Q,3,1,A,0,,0,,0,,0,,0,"Q,3,A",21,1,0,13,14,0,0
7,"3,6",3,6,1,10,0,,0,,0,,0,,0,"3,6,10",17,0,0,9,19,0,1
4,"K,J",K,J,0,,0,,0,,0,,0,,0,"K,J",23,1,1,20,20,0,1
2,"J,8",J,8,0,,0,,0,,0,,0,,0,"J,8",19,1,0,18,18,0,0
9,"4,7",4,7,1,10,0,,0,,0,,0,,0,"4,7,10",24,1,1,11,21,0,1
8,"3,A",3,A,1,6,0,,0,,0,,0,,0,"3,A,6",26,1,1,14,20,0,1
9,"6,2",6,2,1,10,0,,0,,0,,0,,0,"6,2,10",18,0,0,8,18,0,0
K,"Q,2",Q,2,0,,0,,0,,0,,0,,0,"Q,2",21,0,0,12,12,0,0
3,"4,7",4,7,1,A,0,,0,,0,,0,,0,"4,7,A",18,1,0,11,12,0,0
5,"10,4",10,4,1,5,0,,0,,0,,0,,0,"10,4,5",21,1,0,14,19,0,0
J,"9,K",9,K,0,,0,,0,,0,,0,,0,"9,K",20,1,0,19,19,0,0
10,"A,6",A,6,0,,0,,0,,0,,0,,0,"A,6",20,0,0,17,17,0,0
Q,"J,5",J,5,1,6,0,,0,,0,,0,,0,"J,5,6",20,0,0,15,21,0,1
2,"7,A",7,A,0,,0,,0,,0,,0,,0,"7,A",22,1,1,18,18,0,1
8,"4,3",4,3,1,2,1,10,0,,0,,0,,0,"4,3,2,10",17,0,0,7,19,0,1
Q,"3,5",3,5,1,K,1,Q,0,,0,,0,,0,"3,5,K,Q",20,0,0,8,28,1,0
9,"8,5",8,5,1,6,0,,0,,0,,0,,0,"8,5,6",19,1,0,13,19,0,0
10,"K,J",K,J,0,,0,,0,,0,,0,,0,"K,J",21,0,0,20,20,0,0
7,"4,7",4,7,1,3,0,,0,,0,,0,,0,"4,7,3",22,1,1,11,14,0,1
J,"8,5",8,5,1,A,0,,0,,0,,0,,0,"8,5,A",20,0,0,13,14,0,0
2,"10,9",10,9,0,,0,,0,,0,,0,,0,"10,9",22,1,1,19,19,0,1
8,"9,6",9,6,1,5,0,,0,,0,,0,,0,"9,6,5",21,1,0,15,20,0,0
J,"2,10",2,10,1,9,0,,0,,0,,0,,0,"2,10,9",17,0,0,12,21,0,1
5,"6,Q",6,Q,0,,0,,0,,0,,0,,0,"6,Q",18,1,0,16,16,0,0
J,"2,3",2,3,1,6,1,A,0,,0,,0,,0,"2,3,6,A",20,0,0,5,12,0,0
10,"6,8",6,8,1,3,0,,0,,0,,0,,0,"6,8,3",18,0,0,14,17,0,0
J,"J,K",J,K,0,,0,,0,,0,,0,,0,"J,K",20,0,0,20,20,0,0
9,"10,K",10,K,0,,0,,0,,0,,0,,0,"10,K",19,0,0,20,20,0,1
Q,"7,10",7,10,0,,0,,0,,0,,0,,0,"7,10",17,0,0,17,17,0,0
8,"2,7",2,7,1,4,0,,0,,0,,0,,0,"2,7,4",19,0,0,9,13,0,0
4,"9,7",9,7,0,,0,,0,,0,,0,,0,"9,7",19,1,0,16,16,0,0
9,"5,5",5,5,1,8,1,K,0,,0,,0,,0,"5,5,8,K",12,0,0,10,28,1,0
K,"2,6",2,6,1,9,1,8,0,,0,,0,,0,"2,6,9,8",18,0,0,8,25,1,0
9,"Q,7",Q,7,0,,0,,0,,0,,0,,0,"Q,7",20,0,0,17,17,0,0
3,"A,K",A,K,0,,0,,0,,0,,0,,0,"A,K",8,0,0,21,21,0,1
5,"J,4",J,4,1,5,0,,0,,0,,0,,0,"J,4,5",25,1,1,14,19,0,1
9,"3,2",3,2,1,J,0,,0,,0,,0,,0,"3,2,J",19,0,0,5,15,0,0
10,"4,3",4,3,0,,0,,0,,0,,0,,0,"4,3",21,0,0,7,7,0,0
9,"4,8",4,8,0,,0,,0,,0,,0,,0,"4,8",19,0,0,12,12,0,0
Q,"8,A",8,A,0,,0,,0,,0,,0,,0,"8,A",25,1,1,19,19,0,1
K,"2,3",2,3,1,10,0,,0,,0,,0,,0,"2,3,10",22,1,1,5,15,0,1
7,"8,Q",8,Q,0,,0,,0,,0,,0,,0,"8,Q",17,0,0,18,18,0,1
9,"3,5",3,5,1,9,0,,0,,0,,0,,0,"3,5,9",17,1,0,8,17,0,0
J,"8,6",8,6,0,,0,,0,,0,,0,,0,"8,6",23,1,1,14,14,0,1
2,"7,2",7,2,1,3,1,Q,0,,0,,0,,0,"7,2,3,Q",6,0,0,9,22,1,0
6,"J,A",J,A,0,,0,,0,,0,,0,,0,"J,A",13,0,0,21,21,0,1
K,"10,Q",10,Q,0,,0,,0,,0,,0,,0,"10,Q",26,1,1,20,20,0,1
K,"6,2",6,2,1,5,0,,0,,0,,0,,0,"6,2,5",21,1,0,8,13,0,0
10,"A,2",A,2,0,,0,,0,,0,,0,,0,"A,2",20,0,0,13,13,0,0
10,"3,8",3,8,1,A,1,5,0,,0,,0,,0,"3,8,A,5",20,0,0,11,17,0,0
A,"6,8",6,8,0,,0,,0,,0,,0,,0,"6,8",19,1,0,14,14,0,0
10,"K,7",K,7,1,7,0,,0,,0,,0,,0,"K,7,7",19,0,0,17,24,1,0
6,"Q,J",Q,J,0,,0,,0,,0,,0,,0,"Q,J",19,1,0,20,20,0,1
10,"Q,J",Q,J,0,,0,,0,,0,,0,,0,"Q,J",19,1,0,20,20,0,1
J,"5,9",5,9,1,9,0,,0,,0,,0,,0,"5,9,9",20,0,0,14,23,1,0
2,"K,3",K,3,0,,0,,0,,0,,0,,0,"K,3",19,1,0,13,13,0,0
6,"7,J",7,J,1,Q,0,,0,,0,,0,,0,"7,J,Q",9,0,0,17,27,1,0
8,"8,2",8,2,1,2,0,,0,,0,,0,,0,"8,2,2",19,0,0,10,12,0,0
Q,"8,2",8,2,1,7,0,,0,,0,,0,,0,"8,2,7",20,0,0,10,17,0,0
10,"7,K",7,K,0,,0,,0,,0,,0,,0,"7,K",17,0,0,17,17,0,0
A,"8,10",8,10,0,,0,,0,,0,,0,,0,"8,10",21,0,0,18,18,0,0
Q,"Q,3",Q,3,1,K,0,,0,,0,,0,,0,"Q,3,K",20,0,0,13,23,1,0
7,"3,8",3,8,1,K,0,,0,,0,,0,,0,"3,8,K",18,0,0,11,21,0,1
4,"2,J",2,J,0,,0,,0,,0,,0,,0,"2,J",17,1,0,12,12,0,0
4,"4,3",4,3,1,4,1,K,0,,0,,0,,0,"4,3,4,K",20,1,0,7,21,0,1
A,"6,6",6,6,0,,0,,0,,0,,0,,0,"6,6",17,1,0,12,12,0,0
7,"6,A",6,A,0,,0,,0,,0,,0,,0,"6,A",17,0,0,17,17,0,0
J,"Q,8",Q,8,0,,0,,0,,0,,0,,0,"Q,8",22,1,1,18,18,0,1
J,"4,9",4,9,1,J,0,,0,,0,,0,,0,"4,9,J",15,0,0,13,23,1,0
J,"4,2",4,2,1,7,1,2,1,5,0,,0,,0,"4,2,7,2,5",20,0,0,6,20,0,0
Q,"K,3",K,3,0,,0,,0,,0,,0,,0,"K,3",21,1,0,13,13,0,0
K,"9,K",9,K,0,,0,,0,,0,,0,,0,"9,K",20,0,0,19,19,0,0
9,"3,A",3,A,0,K,0,,0,,0,,0,,0,"3,A,K",17,0,0,14,14,0,0
9,"Q,8",Q,8,0,,0,,0,,0,,0,,0,"Q,8",22,1,1,18,18,0,1
6,"3,10",3,10,0,,0,,0,,0,,0,,0,"3,10",22,1,1,13,13,0,1
10,"3,8",3,8,1,Q,0,,0,,0,,0,,0,"3,8,Q",21,1,0,11,21,0,0
10,"3,A",3,A,1,K,1,9,0,,0,,0,,0,"3,A,K,9",19,0,0,14,23,1,0
2,"A,A",A,A,1,3,1,9,1,J,0,,0,,0,"A,A,3,9,J",12,0,0,12,24,1,0
K,"J,7",J,7,0,,0,,0,,0,,0,,0,"J,7",18,1,0,17,17,0,0
6,"8,4",8,4,0,,0,,0,,0,,0,,0,"8,4",21,1,0,12,12,0,0
10,"A,Q",A,Q,0,,0,,0,,0,,0,,0,"A,Q",12,0,0,21,21,0,1
5,"5,5",5,5,1,Q,0,,0,,0,,0,,0,"5,5,Q",17,1,0,10,20,0,1
J,"K,3",K,3,1,9,0,,0,,0,,0,,0,"K,3,9",19,0,0,13,22,1,0
7,"6,5",6,5,1,8,0,,0,,0,,0,,0,"6,5,8",26,1,1,11,19,0,1
J,"7,10",7,10,1,9,0,,0,,0,,0,,0,"7,10,9",20,0,0,17,26,1,0
Q,"5,8",5,8,1,Q,0,,0,,0,,0,,0,"5,8,Q",20,0,0,13,23,1,0
4,"6,4",6,4,1,8,0,,0,,0,,0,,0,"6,4,8",24,1,1,10,18,0,1
4,"A,6",A,6,0,,0,,0,,0,,0,,0,"A,6",24,1,1,17,17,0,1
2,"2,8",2,8,1,2,1,7,0,,0,,0,,0,"2,8,2,7",18,1,0,10,19,0,1
5,"2,10",2,10,1,A,1,3,1,6,0,,0,,0,"2,10,A,3,6",15,0,0,12,22,1,0
4,"7,J",7,J,0,,0,,0,,0,,0,,0,"7,J",17,1,0,17,17,0,0
8,"J,K",J,K,0,,0,,0,,0,,0,,0,"J,K",18,0,0,20,20,0,1
3,"9,K",9,K,0,,0,,0,,0,,0,,0,"9,K",18,1,0,19,19,0,1
4,"4,A",4,A,0,,0,,0,,0,,0,,0,"4,A",22,1,1,15,15,0,1
Q,"5,10",5,10,0,,0,,0,,0,,0,,0,"5,10",20,0,0,15,15,0,0
7,"2,6",2,6,1,10,0,,0,,0,,0,,0,"2,6,10",18,1,0,8,18,0,0
K,"3,8",3,8,0,,0,,0,,0,,0,,0,"3,8",21,0,0,11,11,0,0
6,"7,A",7,A,0,,0,,0,,0,,0,,0,"7,A",25,1,1,18,18,0,1
8,"7,Q",7,Q,0,,0,,0,,0,,0,,0,"7,Q",19,1,0,17,17,0,0
A,"8,Q",8,Q,0,,0,,0,,0,,0,,0,"8,Q",19,0,0,18,18,0,0
K,"A,7",A,7,0,,0,,0,,0,,0,,0,"A,7",22,1,1,18,18,0,1
6,"J,10",J,10,0,,0,,0,,0,,0,,0,"J,10",23,1,1,20,20,0,1
8,"2,4",2,4,1,K,0,,0,,0,,0,,0,"2,4,K",23,1,1,6,16,0,1
4,"5,3",5,3,1,Q,0,,0,,0,,0,,0,"5,3,Q",17,1,0,8,18,0,1
A,"10,J",10,J,0,,0,,0,,0,,0,,0,"10,J",20,0,0,20,20,0,0
9,"4,3",4,3,1,6,0,,0,,0,,0,,0,"4,3,6",17,0,0,7,13,0,0
J,"9,4",9,4,0,,0,,0,,0,,0,,0,"9,4",23,1,1,13,13,0,1
2,"10,10",10,10,0,,0,,0,,0,,0,,0,"10,10",22,1,1,20,20,0,1
J,"6,A",6,A,0,,0,,0,,0,,0,,0,"6,A",22,1,1,17,17,0,1
3,"8,10",8,10,1,9,0,,0,,0,,0,,0,"8,10,9",13,0,0,18,27,1,0
6,"2,A",2,A,0,,0,,0,,0,,0,,0,"2,A",19,1,0,13,13,0,0
A,"6,4",6,4,1,2,1,6,0,,0,,0,,0,"6,4,2,6",18,0,0,10,18,0,0
4,"J,2",J,2,0,,0,,0,,0,,0,,0,"J,2",25,1,1,12,12,0,1
10,"10,K",10,K,0,,0,,0,,0,,0,,0,"10,K",24,1,1,20,20,0,1
Q,"5,7",5,7,1,3,1,J,0,,0,,0,,0,"5,7,3,J",20,0,0,12,25,1,0
9,"3,A",3,A,0,,0,,0,,0,,0,,0,"3,A",22,1,1,14,14,0,1
A,"6,3",6,3,1,9,1,K,0,,0,,0,,0,"6,3,9,K",17,0,0,9,28,1,0
J,"A,2",A,2,1,3,1,10,1,8,0,,0,,0,"A,2,3,10,8",20,0,0,13,24,1,0
8,"K,5",K,5,0,,0,,0,,0,,0,,0,"K,5",23,1,1,15,15,0,1
2,"5,9",5,9,1,7,0,,0,,0,,0,,0,"5,9,7",22,1,1,14,21,0,1
4,"K,7",K,7,0,,0,,0,,0,,0,,0,"K,7",20,1,0,17,17,0,0
7,"8,5",8,5,0,,0,,0,,0,,0,,0,"8,5",17,0,0,13,13,0,0
6,"3,7",3,7,1,2,1,6,0,,0,,0,,0,"3,7,2,6",25,1,1,10,18,0,1
6,"2,7",2,7,1,9,0,,0,,0,,0,,0,"2,7,9",18,1,0,9,18,0,0
6,"3,8",3,8,1,A,1,10,0,,0,,0,,0,"3,8,A,10",13,0,0,11,22,1,0
Q,"K,J",K,J,0,,0,,0,,0,,0,,0,"K,J",20,0,0,20,20,0,0
J,"8,2",8,2,1,5,0,,0,,0,,0,,0,"8,2,5",21,1,0,10,15,0,0
7,"5,6",5,6,1,5,1,K,0,,0,,0,,0,"5,6,5,K",17,0,0,11,26,1,0
3,"5,4",5,4,1,8,1,Q,0,,0,,0,,0,"5,4,8,Q",7,0,0,9,27,1,0
A,"K,7",K,7,0,,0,,0,,0,,0,,0,"K,7",18,1,0,17,17,0,0
4,"10,K",10,K,0,,0,,0,,0,,0,,0,"10,K",19,1,0,20,20,0,1
K,"3,5",3,5,1,10,1,9,0,,0,,0,,0,"3,5,10,9",16,0,0,8,27,1,0
9,"2,4",2,4,1,9,0,,0,,0,,0,,0,"2,4,9",22,1,1,6,15,0,1
K,"Q,10",Q,10,0,,0,,0,,0,,0,,0,"Q,10",20,0,0,20,20,0,0
2,"10,A",10,A,0,,0,,0,,0,,0,,0,"10,A",7,0,0,21,21,0,1
J,"Q,8",Q,8,0,,0,,0,,0,,0,,0,"Q,8",20,0,0,18,18,0,0
9,"7,6",7,6,0,,0,,0,,0,,0,,0,"7,6",25,1,1,13,13,0,1
K,"3,5",3,5,1,Q,1,6,0,,0,,0,,0,"3,5,Q,6",20,0,0,8,24,1,0
6,"3,4",3,4,1,A,0,,0,,0,,0,,0,"3,4,A",17,0,0,7,18,0,1
K,"6,3",6,3,0,,0,,0,,0,,0,,0,"6,3",21,0,0,9,9,0,0
Q,"2,K",2,K,0,,0,,0,,0,,0,,0,"2,K",18,1,0,12,12,0,0
A,"5,5",5,5,0,,0,,0,,0,,0,,0,"5,5",21,0,0,10,10,0,0
2,"2,8",2,8,1,10,0,,0,,0,,0,,0,"2,8,10",18,1,0,10,20,0,1
3,"K,7",K,7,0,,0,,0,,0,,0,,0,"K,7",17,1,0,17,17,0,0
3,"9,3",9,3,0,,0,,0,,0,,0,,0,"9,3",17,1,0,12,12,0,0
6,"2,J",2,J,0,,0,,0,,0,,0,,0,"2,J",20,1,0,12,12,0,0
7,"5,8",5,8,1,8,0,,0,,0,,0,,0,"5,8,8",26,1,1,13,21,0,1
6,"A,10",A,10,0,,0,,0,,0,,0,,0,"A,10",16,0,0,21,21,0,1
Q,"3,A",3,A,0,,0,,0,,0,,0,,0,"3,A",21,0,0,14,14,0,0
A,"7,2",7,2,1,5,1,K,0,,0,,0,,0,"7,2,5,K",16,0,0,9,24,1,0
6,"3,5",3,5,1,3,1,K,0,,0,,0,,0,"3,5,3,K",21,1,0,8,21,0,0
9,"10,9",10,9,0,,0,,0,,0,,0,,0,"10,9",21,1,0,19,19,0,0
8,"10,K",10,K,0,,0,,0,,0,,0,,0,"10,K",17,0,0,20,20,0,1
J,"7,Q",7,Q,0,,0,,0,,0,,0,,0,"7,Q",26,1,1,17,17,0,1
3,"10,7",10,7,0,,0,,0,,0,,0,,0,"10,7",26,1,1,17,17,0,1
J,"6,J",6,J,0,,0,,0,,0,,0,,0,"6,J",19,1,0,16,16,0,0
9,"10,4",10,4,0,,0,,0,,0,,0,,0,"10,4",19,0,0,14,14,0,0
8,"Q,3",Q,3,1,4,0,,0,,0,,0,,0,"Q,3,4",18,0,0,13,17,0,0
8,"7,2",7,2,1,6,0,,0,,0,,0,,0,"7,2,6",19,0,0,9,15,0,0
6,"8,6",8,6,1,K,0,,0,,0,,0,,0,"8,6,K",16,0,0,14,24,1,0
4,"5,J",5,J,1,2,0,,0,,0,,0,,0,"5,J,2",17,1,0,15,17,0,0
9,"9,K",9,K,0,,0,,0,,0,,0,,0,"9,K",19,0,0,19,19,0,0
10,"K,10",K,10,0,,0,,0,,0,,0,,0,"K,10",21,0,0,20,20,0,0
5,"J,4",J,4,0,,0,,0,,0,,0,,0,"J,4",26,1,1,14,14,0,1
3,"8,2",8,2,1,5,0,,0,,0,,0,,0,"8,2,5",18,1,0,10,15,0,0
K,"3,6",3,6,1,4,0,,0,,0,,0,,0,"3,6,4",24,1,1,9,13,0,1
8,"Q,4",Q,4,0,,0,,0,,0,,0,,0,"Q,4",18,1,0,14,14,0,0
2,"10,8",10,8,1,K,0,,0,,0,,0,,0,"10,8,K",9,0,0,18,28,1,0
6,"6,8",6,8,0,,0,,0,,0,,0,,0,"6,8",20,1,0,14,14,0,0
5,"10,3",10,3,1,7,0,,0,,0,,0,,0,"10,3,7",24,1,1,13,20,0,1
A,"A,K",A,K,0,,0,,0,,0,,0,,0,"A,K",13,0,0,21,21,0,1
10,"5,5",5,5,1,7,1,2,0,,0,,0,,0,"5,5,7,2",18,0,0,10,19,0,1
9,"Q,3",Q,3,0,,0,,0,,0,,0,,0,"Q,3",20,0,0,13,13,0,0
9,"5,4",5,4,1,3,0,,0,,0,,0,,0,"5,4,3",23,1,1,9,12,0,1
6,"2,A",2,A,1,9,1,J,0,,0,,0,,0,"2,A,9,J",16,0,0,13,22,1,0
3,"8,2",8,2,1,3,0,,0,,0,,0,,0,"8,2,3",20,1,0,10,13,0,0
A,"8,10",8,10,0,,0,,0,,0,,0,,0,"8,10",18,0,0,18,18,0,0
Q,"Q,Q",Q,Q,0,,0,,0,,0,,0,,0,"Q,Q",25,1,1,20,20,0,1
2,"4,6",4,6,1,7,0,,0,,0,,0,,0,"4,6,7",25,1,1,10,17,0,1
5,"2,J",2,J,0,,0,,0,,0,,0,,0,"2,J",21,1,0,12,12,0,0
J,"10,8",10,8,0,,0,,0,,0,,0,,0,"10,8",20,0,0,18,18,0,0
Q,"9,10",9,10,0,,0,,0,,0,,0,,0,"9,10",22,1,1,19,19,0,1
7,"J,8",J,8,1,2,0,,0,,0,,0,,0,"J,8,2",21,1,0,18,20,0,0
4,"3,10",3,10,1,2,1,A,1,9,0,,0,,0,"3,10,2,A,9",13,0,0,13,25,1,0
